MS Zoning,Street,Land Contour,Neighborhood,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Foundation,1st Flr SF,Gr Liv Area,Kitchen Qual,Garage Cars,SalePrice
RM,Pave,Lvl,IDOTRR,1Fam,1Story,5,1922,1950,BrkTil,816,816,TA,1,75200
RM,Pave,Bnk,IDOTRR,1Fam,1Story,6,1920,1950,BrkTil,1012,1012,TA,1,118400
RM,Pave,Lvl,IDOTRR,1Fam,1Story,5,1920,1950,BrkTil,1077,1077,TA,1,67000
RM,Pave,Lvl,IDOTRR,1Fam,1.5Fin,5,1950,1950,CBlock,910,1558,TA,1,152000
RM,Pave,Lvl,IDOTRR,1Fam,1.5Fin,2,1939,1950,BrkTil,640,845,TA,1,68104
C (all),Pave,Lvl,IDOTRR,2fmCon,2Story,5,1895,2006,CBlock,1034,1991,TA,0,119600
C (all),Pave,Lvl,IDOTRR,1Fam,1Story,4,1957,1980,CBlock,1073,1073,TA,2,140000
C (all),Pave,Lvl,IDOTRR,1Fam,1Story,5,1930,2007,BrkTil,1001,1001,Gd,1,124900
RM,Pave,HLS,Crawfor,TwnhsE,1Story,8,2006,2007,PConc,1625,1625,Gd,2,375000
RM,Pave,HLS,Crawfor,TwnhsE,1Story,8,2006,2007,PConc,1625,1625,Gd,2,235000
RL,Pave,Bnk,Mitchel,1Fam,SFoyer,6,1979,1979,CBlock,1299,1299,Gd,2,183500
RL,Pave,Lvl,Mitchel,1Fam,SFoyer,6,1978,1978,CBlock,912,912,TA,2,156000
RL,Pave,Bnk,Mitchel,1Fam,1Story,6,1983,1983,PConc,1080,1080,TA,2,134000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,2002,2002,PConc,1392,1392,Gd,3,215000
RL,Pave,Lvl,Mitchel,1Fam,1Story,7,2002,2002,PConc,1409,1409,Gd,2,245000
RL,Pave,Lvl,Mitchel,1Fam,1Story,7,1991,1992,PConc,1478,1478,TA,2,210000
RL,Pave,Lvl,Mitchel,1Fam,SLvl,7,1975,1975,CBlock,918,918,TA,1,148000
RL,Pave,Lvl,Mitchel,1Fam,SFoyer,6,1974,1974,CBlock,1026,1026,TA,2,143000
RL,Pave,Lvl,Timber,TwnhsE,1Story,7,1987,1987,BrkTil,1501,1501,Gd,2,244000
RM,Pave,Lvl,GrnHill,TwnhsE,1Story,7,1998,1998,PConc,1502,1502,Gd,1,330000
RL,Pave,Lvl,Timber,1Fam,1Story,5,1959,1959,CBlock,1328,1328,TA,1,170000
RL,Pave,Lvl,Timber,1Fam,1Story,6,1958,1995,CBlock,2279,2279,Gd,2,257000
RL,Pave,HLS,Timber,1Fam,1Story,7,2006,2007,PConc,1689,1689,Gd,2,231713
RL,Pave,HLS,Timber,1Fam,1Story,8,2006,2007,PConc,1564,1564,Ex,2,267300
RL,Pave,HLS,Timber,1Fam,1Story,8,2006,2006,PConc,1484,1484,Ex,2,265900
RL,Pave,HLS,Timber,1Fam,1Story,8,2007,2007,PConc,1571,1571,Gd,3,239000
RL,Pave,HLS,Timber,1Fam,1Story,8,2006,2007,PConc,1646,1646,Gd,3,248900
RL,Pave,Lvl,Timber,1Fam,1Story,7,1985,1985,CBlock,1240,1240,Gd,2,174000
RL,Pave,Lvl,Timber,1Fam,1.5Fin,7,1990,1991,CBlock,1187,1717,Gd,2,187500
RL,Pave,Lvl,Timber,1Fam,2Story,6,1996,1997,PConc,888,1756,TA,2,204000
RL,Pave,Lvl,Timber,1Fam,1Story,8,2001,2001,PConc,1312,1312,Gd,2,180500
RL,Pave,Lvl,Timber,1Fam,SLvl,7,2003,2003,PConc,1146,1146,Gd,2,187500
RL,Pave,Lvl,Timber,1Fam,1Story,8,2002,2002,PConc,1922,1922,Gd,3,282000
RL,Pave,Lvl,Timber,1Fam,1Story,6,1996,1996,PConc,1491,1491,TA,2,178000
RL,Pave,Lvl,Timber,1Fam,1Story,8,2002,2003,PConc,1629,1629,Gd,3,270000
RL,Pave,Lvl,Timber,1Fam,2Story,7,2003,2004,PConc,1146,2486,Gd,2,279900
RL,Grvl,Lvl,Timber,1Fam,1Story,5,1963,1963,CBlock,1572,1572,TA,3,186700
RL,Pave,HLS,Timber,1Fam,1Story,8,2006,2007,PConc,1776,1776,Gd,3,283463
RL,Pave,HLS,Timber,1Fam,1Story,10,2006,2007,PConc,1824,1824,Ex,3,392000
RL,Pave,Lvl,Timber,1Fam,2Story,8,2005,2006,PConc,1133,2482,Gd,3,281213
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,2007,2007,PConc,1120,1120,TA,0,147000
RL,Pave,Lvl,Mitchel,1Fam,1Story,3,1953,1953,CBlock,2034,2034,TA,4,130000
RM,Pave,Lvl,Mitchel,TwnhsE,SFoyer,6,1996,1997,PConc,936,936,TA,2,140000
RL,Pave,HLS,Mitchel,1Fam,1Story,4,1963,1963,PConc,1040,1040,TA,2,132250
RL,Pave,Low,Mitchel,Duplex,1Story,5,1967,1967,CBlock,1632,1632,TA,2,143000
RL,Pave,Low,Mitchel,2fmCon,1Story,4,1961,1975,CBlock,1622,1622,TA,4,168000
RM,Pave,Lvl,MeadowV,TwnhsE,1Story,5,1976,1976,PConc,1060,1060,TA,2,129900
RM,Pave,Lvl,MeadowV,TwnhsE,1Story,5,1976,1976,PConc,1142,1142,TA,2,134000
RM,Pave,Lvl,MeadowV,Twnhs,2Story,4,1972,1972,CBlock,546,1092,TA,1,85500
RM,Pave,Lvl,MeadowV,Twnhs,SLvl,4,1970,1970,CBlock,530,992,TA,1,106500
RM,Pave,Lvl,MeadowV,TwnhsE,2Story,4,1970,1970,CBlock,546,1092,TA,0,93900
RM,Pave,Lvl,MeadowV,Twnhs,2Story,4,1970,1970,CBlock,546,1092,TA,1,75000
RM,Pave,Lvl,MeadowV,Twnhs,SFoyer,4,1970,1970,CBlock,630,630,TA,0,84500
RM,Pave,Lvl,MeadowV,Twnhs,2Story,4,1976,1976,CBlock,546,1092,TA,1,75190
RL,Pave,Lvl,Mitchel,1Fam,SLvl,6,1976,1976,PConc,1062,1062,TA,2,146800
RL,Pave,Lvl,Mitchel,1Fam,SFoyer,5,1977,1977,PConc,1008,1008,Gd,2,153500
RL,Pave,Low,Mitchel,1Fam,SLvl,6,1977,1977,PConc,1356,1356,TA,2,188000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1977,1994,PConc,1676,1676,Gd,2,196000
RL,Pave,Lvl,Mitchel,1Fam,2Story,5,1977,1977,PConc,716,1432,TA,2,157000
RL,Pave,Lvl,Mitchel,1Fam,SFoyer,5,1971,1971,CBlock,796,796,TA,0,138000
RL,Pave,Lvl,Mitchel,1Fam,SFoyer,5,1970,1970,CBlock,768,768,TA,2,129500
RL,Pave,Lvl,Mitchel,1Fam,1Story,4,1961,1961,CBlock,1608,1608,TA,1,80000
RL,Pave,Lvl,Mitchel,1Fam,1Story,4,1982,2006,CBlock,845,845,TA,2,129500
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1976,2003,PConc,1178,1178,TA,2,135000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1982,1982,CBlock,816,816,TA,1,124500
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1983,1983,CBlock,816,816,TA,1,139000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1991,1992,PConc,974,974,TA,0,93500
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1984,1984,CBlock,887,887,TA,1,124500
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1954,1954,CBlock,1293,1293,TA,2,149900
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1956,1956,CBlock,1024,1024,Gd,1,157500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1957,1957,CBlock,1797,1797,TA,3,169000
RL,Pave,Low,NAmes,1Fam,1Story,6,1957,1957,CBlock,1390,1390,Ex,2,252000
RL,Pave,Lvl,NAmes,1Fam,1Story,7,1969,1969,CBlock,1851,1851,TA,2,192100
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1997,1998,PConc,813,1525,TA,2,183500
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1997,1997,PConc,993,2236,Gd,2,222000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1995,1995,PConc,781,1671,TA,2,170000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1995,1996,PConc,691,1498,TA,2,187500
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1996,1996,PConc,821,1776,TA,2,202000
RL,Pave,HLS,Gilbert,1Fam,2Story,6,1997,1997,PConc,802,1511,TA,2,185000
RL,Pave,HLS,Gilbert,1Fam,2Story,7,2005,2006,PConc,1392,2462,Gd,2,320000
RL,Pave,HLS,Gilbert,1Fam,1Story,7,2006,2006,PConc,1670,1670,Gd,3,240000
RL,Pave,HLS,Gilbert,1Fam,2Story,8,2005,2005,PConc,1074,2064,Gd,2,250000
RL,Pave,HLS,Gilbert,1Fam,2Story,8,2005,2005,PConc,901,1801,Gd,3,239900
RL,Pave,HLS,Gilbert,1Fam,2Story,7,2005,2006,PConc,1700,2212,Gd,3,309000
RL,Pave,HLS,Gilbert,1Fam,2Story,7,2006,2006,PConc,887,2021,Gd,2,274725
RL,Pave,Lvl,StoneBr,1Fam,2Story,8,1994,1994,PConc,2079,2687,Gd,2,270000
RL,Pave,Lvl,Gilbert,1Fam,1Story,6,1993,1994,PConc,1169,1169,TA,2,183500
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1993,1994,PConc,697,1501,Gd,2,165600
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1998,1998,PConc,955,1632,TA,2,176500
RL,Pave,Lvl,StoneBr,TwnhsE,1Story,8,1987,1987,CBlock,1204,1204,TA,2,130000
RL,Pave,Lvl,StoneBr,TwnhsE,2Story,7,1987,1987,PConc,1064,1767,Gd,2,239000
RL,Pave,Low,StoneBr,1Fam,1Story,8,1985,1985,PConc,1742,1742,Gd,2,275000
RL,Pave,HLS,StoneBr,1Fam,2Story,9,2005,2006,PConc,1414,2798,Ex,3,457347
RL,Pave,HLS,StoneBr,1Fam,2Story,10,2006,2006,PConc,1528,3390,Ex,3,545224
RL,Pave,HLS,StoneBr,1Fam,2Story,9,2006,2006,PConc,1102,2473,Gd,3,356383
RL,Pave,Lvl,StoneBr,1Fam,2Story,9,2005,2006,PConc,1992,2868,Ex,3,556581
RL,Pave,Lvl,StoneBr,1Fam,2Story,8,2006,2006,PConc,1264,2576,Ex,3,361919
RL,Pave,Lvl,StoneBr,1Fam,2Story,10,2006,2006,PConc,1850,2698,Ex,3,535000
RL,Pave,HLS,StoneBr,1Fam,2Story,9,2005,2006,PConc,1390,2795,Ex,3,401179
RL,Pave,HLS,StoneBr,1Fam,2Story,10,2006,2006,PConc,1426,2945,Gd,3,438780
RL,Pave,Lvl,Gilbert,1Fam,2Story,5,1948,1950,Slab,1547,2320,TA,2,169000
RL,Pave,Bnk,Gilbert,2fmCon,1Story,5,1955,1955,CBlock,1056,1056,TA,2,145000
RL,Pave,HLS,StoneBr,TwnhsE,1Story,9,2005,2005,PConc,1714,1714,Gd,2,318000
RL,Pave,Lvl,StoneBr,1Fam,1Story,8,2005,2006,PConc,1826,1826,Gd,3,319000
RL,Pave,HLS,StoneBr,1Fam,1Story,9,2005,2005,PConc,2000,2000,Ex,3,470000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1984,1998,CBlock,1621,1621,Gd,2,202500
RL,Pave,Lvl,NWAmes,1Fam,1.5Fin,7,1988,1988,PConc,1377,2183,Gd,3,229000
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1977,1994,CBlock,1468,2263,Gd,2,235000
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1976,1976,PConc,790,1574,TA,2,190000
RL,Pave,Lvl,NWAmes,1Fam,SFoyer,6,1980,1980,CBlock,1102,1102,TA,2,169000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1988,1988,CBlock,1872,1872,TA,2,241500
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1978,1978,CBlock,945,1857,TA,2,188900
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1980,1980,CBlock,1686,1686,TA,2,207500
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1978,1978,CBlock,1392,2784,Gd,2,250000
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1975,1975,CBlock,811,1552,TA,2,179900
RL,Pave,Lvl,NWAmes,1Fam,SFoyer,7,1976,1976,CBlock,1083,1083,TA,2,172000
FV,Pave,Lvl,Somerst,1Fam,2Story,7,2005,2006,PConc,960,2318,Gd,2,294323
RL,Pave,Lvl,NWAmes,1Fam,SLvl,6,1975,2000,CBlock,1109,1875,Gd,2,184500
RL,Pave,Lvl,NWAmes,1Fam,1Story,5,1975,1975,CBlock,1074,1074,TA,2,153500
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1976,1976,PConc,832,1664,TA,2,162900
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1974,1999,CBlock,1309,1309,Gd,2,181000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1974,1974,CBlock,1103,1103,TA,2,155000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1969,1969,CBlock,1096,1096,TA,1,138800
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1970,1970,CBlock,864,864,TA,1,116050
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1971,1971,CBlock,858,858,TA,0,88000
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1971,1971,CBlock,874,874,TA,2,97500
RH,Pave,Lvl,NAmes,TwnhsE,1Story,6,2002,2002,PConc,1419,1419,Gd,2,190000
RM,Pave,Lvl,BrDale,TwnhsE,2Story,6,1973,1973,CBlock,525,1092,TA,2,105500
RM,Pave,Lvl,BrDale,TwnhsE,2Story,5,1973,1973,CBlock,765,1365,Gd,2,125500
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1973,1973,CBlock,483,987,TA,1,83000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1972,1972,CBlock,494,1030,TA,1,116000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1971,1971,CBlock,672,1218,TA,0,91500
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1972,1972,CBlock,672,1218,TA,1,118000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1972,1972,CBlock,483,948,TA,1,89000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1972,1972,CBlock,525,1092,TA,1,108000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1972,1972,CBlock,483,987,TA,1,94500
RL,Pave,Lvl,NPkVill,TwnhsE,1Story,6,1975,1975,CBlock,1069,1069,TA,2,146300
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1967,1975,CBlock,1387,1387,TA,1,145000
RL,Pave,Lvl,NAmes,1Fam,SFoyer,5,1967,1967,CBlock,900,900,TA,1,123000
RL,Pave,Lvl,NPkVill,Twnhs,1Story,7,1976,1976,CBlock,1055,1055,TA,1,137500
RL,Pave,Lvl,NPkVill,Twnhs,2Story,6,1976,1976,CBlock,855,1456,TA,2,144000
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2004,2005,PConc,1980,1980,Ex,3,315000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2006,2006,PConc,1738,2589,Ex,3,412083
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2006,2006,PConc,1249,2596,Gd,3,342643
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2004,2004,PConc,1618,1618,Gd,3,252000
RL,Pave,Lvl,NridgHt,1Fam,1Story,10,2006,2006,PConc,2076,2076,Ex,3,465000
RL,Pave,Lvl,NridgHt,1Fam,1Story,7,2006,2006,PConc,1740,1740,Gd,3,293000
RL,Pave,HLS,NridgHt,1Fam,1Story,9,2005,2005,PConc,1868,1868,Ex,3,415000
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2004,2005,PConc,1850,1850,Gd,3,326000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2005,2006,PConc,1158,2376,Gd,3,325300
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2004,2005,PConc,1132,2452,Gd,3,309000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2005,2006,PConc,1117,2206,Ex,3,300000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2005,2005,PConc,1038,2098,Ex,3,275500
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2005,2006,PConc,1625,2091,Ex,2,338500
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2005,2006,PConc,1182,2324,Ex,3,345000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2005,2006,PConc,1209,2253,Ex,2,344133
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2006,2006,PConc,1054,2389,Gd,3,298236
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2005,2006,PConc,1544,2358,Ex,3,329900
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2003,2004,PConc,1944,1944,Ex,3,360000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2006,2006,PConc,1120,1970,Ex,3,281000
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2005,2006,PConc,1792,1792,Gd,3,372397
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2004,2005,PConc,1780,1780,Ex,3,378000
RL,Pave,HLS,NridgHt,1Fam,1Story,9,2003,2004,PConc,1792,1792,Ex,3,374000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2005,2006,PConc,1848,2728,Ex,3,437154
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2005,2005,PConc,1058,1904,Ex,2,275000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2004,2004,PConc,1426,1914,Gd,3,279000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,7,2005,2005,PConc,1364,1364,Gd,2,185850
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2005,2005,PConc,1565,1565,Ex,2,282500
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,7,2005,2006,PConc,1368,1368,Gd,2,202500
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,7,2005,2006,PConc,1368,1368,Gd,2,202665
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2006,2006,PConc,1686,1686,Ex,3,332200
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2006,2006,PConc,1666,1666,Gd,2,310090
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,7,2003,2003,PConc,1405,1405,Gd,2,171750
RL,Pave,Lvl,Gilbert,1Fam,1Story,6,2005,2006,PConc,1316,1316,Gd,2,169990
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2005,2006,PConc,728,1456,Gd,2,170440
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2006,2006,PConc,738,1492,Gd,2,169985
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2006,2006,PConc,664,1496,Gd,2,179665
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2006,2006,PConc,879,1863,Gd,3,219210
RL,Pave,Lvl,Gilbert,1Fam,1Story,6,2006,2006,PConc,1326,1326,Gd,2,174190
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2006,2006,PConc,728,1456,TA,2,172785
RL,Pave,Lvl,Gilbert,1Fam,2Story,8,2004,2005,PConc,1052,2373,Gd,3,258000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2006,2006,PConc,738,1492,Gd,2,185101
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2006,2006,PConc,1364,1364,Gd,2,210250
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2003,2004,PConc,1557,1557,Gd,2,234000
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,8,2003,2003,PConc,1456,1456,Gd,2,215000
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2002,2002,PConc,1511,1511,Gd,2,246990
RM,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2004,2004,PConc,1414,1414,Gd,2,178740
RM,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2004,2004,PConc,1548,1548,Gd,2,225000
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2005,2006,PConc,1248,1248,Gd,2,167240
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2005,2006,PConc,1142,1142,Gd,2,156820
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2005,2005,PConc,1506,1506,Gd,2,213490
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,8,2006,2006,PConc,1567,1567,Ex,3,264561
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2006,2006,PConc,1500,1500,Gd,3,246578
RL,Pave,Lvl,Gilbert,1Fam,2Story,5,2005,2005,PConc,734,1838,TA,2,192140
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2002,2003,PConc,807,1509,Gd,2,183200
RL,Pave,Lvl,Gilbert,1Fam,2Story,8,2004,2004,PConc,707,1414,Gd,2,178000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2004,2005,PConc,848,1598,Gd,2,201490
RL,Pave,Lvl,Gilbert,1Fam,2Story,8,2000,2000,PConc,1454,1936,Gd,2,230500
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2003,2003,PConc,807,1509,Gd,2,180000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2000,2000,PConc,953,1664,TA,2,172400
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2000,2000,PConc,1008,1889,TA,2,215000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1998,1999,PConc,956,1886,Gd,2,199900
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2000,2000,PConc,959,1671,TA,2,173000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2006,2006,PConc,1082,2322,Gd,3,287602
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1999,1999,PConc,1005,2291,Gd,2,230000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1997,1998,PConc,1407,2392,Gd,3,348000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1998,1998,PConc,1079,1976,Gd,3,286000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,2000,2000,PConc,1205,2234,Gd,3,300000
RL,Pave,Lvl,NoRidge,1Fam,2Story,10,1995,1996,PConc,1831,3627,Gd,3,625000
RL,Pave,Lvl,NoRidge,1Fam,2Story,9,2000,2000,PConc,1540,2855,Ex,3,405000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1998,1998,PConc,1086,1924,Gd,2,280000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1998,1998,PConc,1165,2263,Gd,2,258000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1995,1995,PConc,1358,2726,Gd,3,350000
RL,Pave,Lvl,NoRidge,1Fam,2Story,9,1993,1994,PConc,1933,3500,Ex,3,584500
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1994,1995,PConc,1305,2494,Gd,3,321000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1994,1994,PConc,1203,2526,Gd,3,290000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1993,1993,PConc,1565,2799,Gd,3,315000
RL,Pave,Lvl,Somerst,1Fam,2Story,8,2005,2006,PConc,1116,1964,Gd,2,252000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1670,1670,Gd,3,336820
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2005,2006,PConc,2097,2097,Ex,3,423000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1660,1660,Gd,2,290000
RL,Pave,Lvl,Somerst,1Fam,1Story,7,2005,2005,PConc,1616,1616,Gd,3,232000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1504,1504,Gd,2,199000
FV,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1278,1278,Gd,2,198600
FV,Pave,Lvl,Somerst,1Fam,2Story,9,2006,2006,PConc,2036,2640,Ex,3,405749
FV,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1489,1489,Gd,2,232600
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2006,2006,PConc,1095,1939,Gd,3,266000
FV,Pave,Lvl,Somerst,1Fam,2Story,7,2005,2006,PConc,756,1553,Gd,2,186500
FV,Pave,Lvl,Somerst,1Fam,2Story,6,2005,2005,PConc,858,1716,Gd,2,200825
FV,Pave,Lvl,Somerst,1Fam,2Story,7,2006,2006,PConc,778,1576,Gd,2,197000
FV,Pave,Lvl,Somerst,1Fam,1Story,6,2006,2006,PConc,1262,1262,Gd,2,185000
FV,Pave,Lvl,Somerst,1Fam,1Story,7,2005,2005,PConc,1266,1266,Gd,2,176000
FV,Pave,Lvl,Somerst,1Fam,1Story,7,2006,2006,PConc,1301,1301,Gd,2,187750
RL,Pave,Lvl,SawyerW,1Fam,1Story,6,2005,2005,PConc,1142,1142,Gd,0,139500
RL,Pave,Lvl,SawyerW,1Fam,1Story,7,2005,2006,PConc,1400,1400,Gd,2,186800
RL,Pave,Lvl,SawyerW,1Fam,1Story,6,2005,2006,PConc,1131,1131,Gd,0,132000
RL,Pave,Lvl,SawyerW,1Fam,1Story,6,2005,2005,PConc,1141,1141,TA,2,142500
RL,Pave,Lvl,SawyerW,1Fam,1Story,6,2004,2004,PConc,1158,1158,Gd,2,158000
RL,Pave,Lvl,SawyerW,1Fam,2Story,7,2005,2005,PConc,891,1686,Gd,2,184000
RL,Pave,Lvl,SawyerW,1Fam,2Story,7,2005,2005,PConc,831,1585,Gd,2,184900
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,1997,1998,PConc,941,1837,TA,2,187000
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,1992,1992,PConc,810,1603,Gd,2,175900
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,1992,1993,PConc,844,1731,Gd,2,248500
RL,Pave,Lvl,SawyerW,TwnhsE,1Story,6,1990,1991,PConc,1398,1398,Gd,2,172000
RL,Pave,Lvl,SawyerW,TwnhsE,1Story,6,1991,1991,PConc,1217,1217,Gd,2,151000
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,1994,1994,PConc,636,1320,Gd,2,150000
RH,Pave,Lvl,SawyerW,1Fam,1Story,4,1966,1966,CBlock,1056,1056,TA,1,107000
RH,Pave,Lvl,SawyerW,1Fam,1Story,5,1965,1965,CBlock,965,965,TA,1,119900
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1962,1962,CBlock,988,988,TA,2,129500
RM,Pave,Lvl,Sawyer,Duplex,1Story,5,1963,1963,CBlock,1728,1728,TA,2,125000
RM,Pave,Lvl,Sawyer,Duplex,1.5Fin,6,1977,1977,CBlock,1286,1654,TA,2,119500
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1962,2002,CBlock,1211,1211,TA,2,144000
RL,Pave,Lvl,Sawyer,1Fam,SLvl,6,1977,1995,CBlock,1212,1212,TA,2,151000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1965,1965,CBlock,984,984,TA,1,126000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1968,1968,CBlock,909,909,TA,1,116000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1963,1963,PConc,925,925,TA,2,133500
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1965,1965,CBlock,1024,1024,TA,1,120875
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1965,1965,CBlock,935,935,TA,1,137000
